Title,Location,Company,Description,Salary,Tipo_Puesto,English,Academy_grade,Years_Experience,SoftSkill,HardSkill,Remoto,Estado,Accessed_Date
DESARROLLADOR IOS,Remoto - Solo México,Working Mexico Headhunter,"Buscamos talento para trabajar Home Office desde cualquier parte de la República Mexicana para empresa Fintech la vacante de:

""DESARROLLADOR IOS""

Sueldo entre $86,000 a $130,000 brutos (según experiencia) + Prestaciones 100% de Ley.

REQUISITOS
+ 5 años de experiencia en desarrollo de aplicaciones iOS en Swift y librerías C- Based
Inglés Avanzado / Nativo.
ACTIVIDADES
Diseñar y construir aplicaciones para la plataforma iOS.
Garantizar el rendimiento, la calidad y la capacidad de respuesta de las aplicaciones.
Colaborar con los equipos para definir, diseñar y enviar nuevas funciones.
Identificar y corregir cuellos de botella, corregir errores
Ayudar a mantener la calidad, la organización y la automatización del código
HABILIDADES TÉCNICAS
Swift, c- based,  unit testing, API RESTful, servicios back-end, tecnologías web y estándares UI / UX, Git, principios de diseño y las pautas de interfaz de Apple, integración continua, cloud message APIs y push notifications, Java.
HABILIDADES PERSONALES
Orientación a resultados.
Capacidad de interactuar con equipos maduros y grandes.
Autogestión.
Proactividad para la investigación de información y resolución de problemas.
CARRERAS
Título: Licenciaturas o Ingenierías en Informática, Computación, Sistemas, Tecnologías de la Información, Programación o afines.","$ 90,000 a 100,000",Empleado de tiempo completo,Nivel Avanzado,Licenciatura,5 años,Resolucion de problemas,"C/C++, Java, Swift, Office, Git, UI",Remote,Remoto,2021-11-04
Freelance iOS/Android,Remoto,ENSITECH,"Currently we are looking for a Freelance interested in working with global company to develop an existing platform.
Responsabilities: 
Service and maintenance to existing platform
Work ports
Team support In-house 
Learn about hybrid development
Skills:
BS. Computer Science
iOS & Android Developer
3 years of experience in the same position
English intermediate
What do we offer:
100% remote opportunity
Competitive salary and benefits
Custom benefit package aligned to your experience and your needs.
Working with foreign clients",No especificado,Freelance,Nivel Intermedio,,3 years,Continuously learn,Android,Remote,Remoto,2021-11-04
Desarrollador IOS,"Cuajimalpa de Morelos, Ciudad de México",CLOUD CONTINUITY,"Escolaridad: Ing / Lic. Sistemas o carrera a fin 

Funciones a desempeñar: 
-Desarrollo IOS  (Swift 5)
-Manejo considerable de xcode
-Sqlite:  intermedio /avanzando
-GIT :intermedio/ avanzando

Conocimientos técnicos : 
Lenguaje de  Programación : 
-Swift, xcode, sqlite
Sistema Operativo: IOS

*Por Proyecto* 

Ofrecemos: 
-Trabajo Remoto
-Gran equipo de trabajo 
-Oportunidad de crecimiento ",No especificado,Freelance,Nivel Intermedio,Licenciatura,,,"Swift, Git",, Ciudad de México,2021-11-04
Desarrollador IOS,"Tlalpan, Ciudad de México",Confidencial,"Consultoria especializada en perfiles TI, busca talento para importante cliente como:

DESARROLLADOR IOS Jr

Si cuentas con experiencia de 1 año con manejo de:

Manejo de Xcode 11 y Swift 4 o mayor
• Storybards.
•consumo de API REST.
•Conocimientos de diseño, patrones, y las mejores prácticas de interfaz de usuario de iOS
•Git.
•Comprensión de los principios de diseño de iOS de Apple y directrices de interfaz.
•Conocimiento y manejo de Cocoapods

Horario de trabajo Lunes a Viernes


Ofrecemos:
Sueldo libre de impuestos de acuerdo a experiencia
pago por nómina
prestaciones de ley


si te interesa nuestra oferta envía tu CV actualizado al correo mencionado y nos pondremos en contacto contigo. ",No especificado,Empleado de tiempo completo,Nivel Básico,,1 año,,"Swift, Git",, Ciudad de México,2021-11-04
Desarrollador iOS,"Miguel Hidalgo, Ciudad de México",Confidencial,"Estamos en busca del mejor talento,  actualmente contamos con 2 posiciones para Desarrolladores iOS.

Las actividades que realizará será el d esarrollo, mantenimiento y desarrollo de nuevos módulos en las aplicaciones.
 
REQUISITOS INDISPENSABLES
Ingeniería en Sistemas, o afín.
Experiencia minima  de 1 año y medio a 3 años utilizando herramientas de Mac y Apple y desarrollo de aplicaciones en Swift 
Swift, X Code, Web Services,  SOAP y REST

CONOCIMIENTOS TECNICOS:
Swift 4 o superior
X Code (iOS).
Creación UI y entendimiento de Auto Layout
ICloud
App Store
Web Services
SOAP
REST
  Arquitectura MVP, MVC, Delegados  
Proceso 100% Remoto, Entrevistas y examen técnico.

Lo que ofrecemos:
Sueldo Competitivo según los skills  y experiencia del candidato.  Prestaciones de Ley en esquema mixto y   Prestaciones superiores: Seguro de Gastos Médicos Mayores y Menores, Caja de ahorro, Préstamos de nómina, Seguro de Vida, Membresía de descuentos con tiendas y restaurantes
Horario de labores: de 9:00 a 7:00 pm de lunes a jueves y viernes de 09:00 a 3:00
Home Office total durante contingencia.

Si cubres el perfil postúlate, para darte más información.",No especificado,Empleado de tiempo completo,Nivel Básico,Licenciatura,"1 año, 3 años",,"Swift, Office, UI",, Ciudad de México,2021-11-04
Desarrollador IOS,"Tlalpan, Ciudad de México",AsTecI,"AsTecI,      empresa mexicana con más 30 años especializada en el giro de TI, te invita a formar parte de nuestro equipo de trabajo como:
  DESARROLLADOR IOS

Ingeniería en Sistemas, Computación, Informática o a fin.
Experiencia mínima de 2 años en un puesto similar

Conocimientos en:
Swift
Cocoapods

Ofrecemos:
Salario competitivo de acuerdo con aptitudes.
Prestaciones de Ley.
Excelente ambiente de trabajo con oportunidades de crecimiento y desarrollo.
  ¡¡IMPORTANTE!! Si cubres con los requisitos, postúlate por este medio o envía tu CV al correo de contacto.","$ 25,000 a 30,000",Empleado de tiempo completo,Nivel Básico,Licenciatura,"30 años, 2 años",,Swift,, Ciudad de México,2021-11-04
DESARROLLADOR IOS SR,"Cuauhtémoc, Ciudad de México",Involve,"¡Prepárate para formar parte de un gran equipo profesional! Tu talento es lo más importante.

¡Crece personal y profesionalmente! Nos enfocamos en hacer de la atracción de talento una experiencia única. Las herramientas tecnológicas son parte de nosotros y nos apoyan para ser eficientes, creativos y diferentes. Seremos tu guía durante todo tu proceso. 

¡Se parte de esta experiencia inigualable!


DESARROLLADOR IOS SR

Requisitos: 
3 años en el desarrollo de aplicaciones móviles. 
Conocimientos avanzados en Swift y Objective-C
Conocimiento en el SDK de desarrollo de iOS
Conocimiento en base de datos SQLite, MySQL y aplicaciones en servidores

Funciones: 
Resolver problemas a través de aplicaciones móviles
Optimizar el funcionamiento de aplicaciones
Desarrollar nuevas implementaciones
Diseño de interfaces
Analizar y corregir problemas en las aplicaciones
Garantizar la ejecución de la plataforma o aplicación

Ofrecemos: 
Modalidad hibrida (algunos días en oficina y otros en casa)
 Prestaciones de ley
 Seguro de gastos médicos menores
 Participación en dinámicas empresariales 
 Oportunidad de crecimiento

¡La oportunidad que estas buscando, esta aquí! ",No especificado,Empleado de tiempo completo,Nivel Básico,,3 años,Creatividad,"C/C++, Swift, MySQL",, Ciudad de México,2021-11-04
Desarrollador IOS,"Cuajimalpa de Morelos, Ciudad de México",El Puerto de Liverpool,"Desarrollo de nuevas funcionalidades y mantenimiento de la aplicación de Liverpool Pocket.
Revisión y mejora continua de secciones ya existentes.
Entendimiento de los requisitos de negocio para traducirlos a una solución técnica e implementarlos.
Conocimiento en: iOS, Swift, Clean Architecture, pruebas automatizadas, metodologías ágiles, patrones de diseño.",No especificado,Empleado de tiempo completo,Nivel Intermedio,,,,Swift,, Ciudad de México,2021-11-04
Desarrollador IOS,"Miguel Hidalgo, Ciudad de México",Scotiabank,"Funciones:
* Desarrollar e implementar nuevos flujos en app
*Mantener y mejorar el código existente
*Comunicarse clara y regularmente con los elementos Scrum

Experiencia:
*Experiencia en el desarrollo de aplicaciones nativas iOS (SWIFT y Viper )  
*Arquitecturas Limpias.
*Capacidad de realizar pruebas unitarias.
*GIT . ",No especificado,Empleado de tiempo completo,Nivel Intermedio,,,,"Swift, Scrum, Git",, Ciudad de México,2021-11-04
Desarrollador iOS,"Cuajimalpa de Morelos, Ciudad de México",El Puerto de Liverpool,"Descripción :
El Puerto de Liverpool es la empresa líder en tiendas departamentales en México. Con más de 170 años en el mercado, nos dedicamos a facilitar la selección de productos y brindarles el mejor servicio a las familias mexicanas, esperando superar las expectativas de calidad, moda, valor y atención dentro de un ambiente agradable. Contamos con oficinas centrales, más de 100 tiendas departamentales, centros comerciales, boutiques, centros de distribución y bodegas logística.
Nuestra misión es servir al cliente en todo lugar, todos los días, toda la vida, nuestra visión es ser la mejor opción en servicio, surtido y valor. Nuestros valores nos guían hacia el trabajo en equipo, productividad, innovación e integridad.
Somos una empresa innovadora y en constante evolución, sabemos la importancia de transformar a nuestros negocios a través de nuestros colaboradores.

Desarrollador iOS
Misión del cargo: Desarrollo de nuevas funcionalidades y mantenimiento de la aplicación de Liverpool
Ingeniería/Licenciatura en sistemas / afín/ 3 años de experiencia en desarrollo de app Android)

Actividades:
- Seguimiento a desarrollos para la app liverpool pocket
-Desarrollo de las nuevas funcionalidades para la app liverpool pocket
-Revisión y mejora continua de secciones ya existentes
-Entendimiento de los requisitos de negocio para traducirlos a una solución técnica e implementarlos


Conocimientos:
Desarrollo de aplicaciones nativas para iOS con Swift
Manejo de sistemas de control de versiones (GIT)
Experiencia demostrable implementando pruebas unitarias y automatizadas
Conocimiento de módulos de firebase como RealtimeDatabase, Remote Config, Cloud messaging, Firestore
Conocimiento de arquitecturas de desarrollo (MVP, MVVM, Viper)
Conocimiento en DevOps y CI/CD (Continuos integration / Continuos Delivery) (Deseable)
Conocimiento de Firebase TestLab (deseable)
Conocimiento de los guidelines de apple y el proceso para publicar/actualizar una app (Deseable)


Ubicación: Cuajimalpa de Morelos, Ciudad de México

Te proponemos:
Ser parte de una de las compañías más reconocidas de México y vivir una cultura donde:
- Las personas son lo más importante de nuestra cultura.
- La calidad de vida es fundamental.
- La diversidad es vista y vivida como parte del éxito.
- Ser dueño de tu carrera profesional.
- Trabajar en un ambiente de constante aprendizaje y retos profesionales.
- Beneficios por ser parte de nuestra vida (SGMM, utilidades garantizadas, bono por resultados, caja de ahorro, vales de despensa, descuentos especiales y un excelente ambiente de trabajo).
- Programas de desarrollo constantes, tanto para habilidades blandas como habilidades técnicas.
- Acceso a la Universidad Virtual Liverpool, donde puedes estudiar una licenciatura, maestría o perfeccionar el idioma inglés.
Para nosotros los colaboradores son el eje central de nuestra cultura y buscamos brindar un lugar atractivo para trabajar en el cual, la inclusión, calidad de vida y bienestar son fundamentales para el desarrollo humano y profesional.","$ 45,000 a 50,000",Empleado de tiempo completo,Nivel Avanzado,"Licenciatura, Maestria","0 años, 3 años",Trabajo en equipo,"Swift, Android, Devops, Firebase, Git",, Ciudad de México,2021-11-04
